stock_code,crash_date
000002,"['2015-01-08', '2015-02-05', '2015-03-31', '2015-05-05', '2015-05-28', '2015-07-27', '2016-09-01', '2016-12-12', '2017-11-30', '2018-02-07', '2018-04-26', '2018-06-25', '2018-06-27', '2018-07-02']"
